,Source,Sample No.,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"If Axial, True (T) or engineering (E) strain?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
108,Mellor and Cole (1982),46CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,N/A,E?,3.2,N/A,N/A,N/A,E?,1.32E-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,Mellor and Cole (1982),52CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0124,N/A,E?,1.67,N/A,N/A,N/A,E?,1.63E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,Mellor and Cole (1982),54CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0117,N/A,E?,1.62,N/A,N/A,N/A,E?,1.64E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,Mellor and Cole (1982),117CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.008,N/A,E?,0.69,N/A,N/A,N/A,E?,1.00E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,Mellor and Cole (1982),119CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0127,N/A,E?,1.45,N/A,N/A,N/A,E?,1.15E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
113,Mellor and Cole (1982),121CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0124,N/A,E?,1.24,N/A,N/A,N/A,E?,7.80E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,Mellor and Cole (1982),122CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.012,N/A,E?,1.15,N/A,N/A,N/A,E?,5.30E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
115,Mellor and Cole (1982),123CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,NO,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.01,N/A,E?,2,N/A,N/A,N/A,E?,2.25E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
116,Mellor and Cole (1982),125CD,Constant displacement rate,Uniaxial compression,0,"Full creep curves (Figs. 7, 8). Summary data in a table (Table 3).",N/A,YES,NO,Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,Page 205,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0104,N/A,E?,1.34,N/A,N/A,N/A,E?,7.80E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
117,Jones & Chew (1983),2,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1130,N/A,N/A,N/A,N/A,N/A,N/A,0.0123,N/A,E,7.64,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
118,Jones & Chew (1983),3,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,N/A,E,7.06,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
119,Jones & Chew (1983),4,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,N/A,E,7,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
120,Jones & Chew (1983),5,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,N/A,E,6.98,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
121,Jones & Chew (1983),10,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.015,N/A,E,6.88,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
122,Jones & Chew (1983),12,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0119,N/A,E,6.56,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123,Jones & Chew (1983),13,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0096,N/A,E,6.94,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124,Jones & Chew (1983),15,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0062,N/A,E,8.76,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125,Jones & Chew (1983),18,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0039,N/A,E,7.46,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126,Jones & Chew (1983),25,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,900,N/A,N/A,N/A,N/A,N/A,N/A,0.0099,N/A,E,7.11,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,Jones & Chew (1983),26,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,N/A,E,7.49,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
128,Jones & Chew (1983),27,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,900,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,N/A,E,7.79,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
129,Jones & Chew (1983),28,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,N/A,E,7.47,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130,Jones & Chew (1983),29,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,N/A,E,7.88,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131,Jones & Chew (1983),30,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,N/A,E,7.66,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132,Jones & Chew (1983),31,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E,7.57,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133,Jones & Chew (1983),32,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,N/A,E,8.03,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134,Jones & Chew (1983),33,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1500,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,N/A,E,7.75,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135,Jones & Chew (1983),34,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E,8.53,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136,Jones & Chew (1983),35,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1700,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E,6.91,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137,Jones & Chew (1983),36,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,N/A,E,6.59,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,Jones & Chew (1983),37,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,N/A,E,7.11,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,Jones & Chew (1983),38,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,N/A,E,7.02,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
140,Jones & Chew (1983),39,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0049,N/A,E,7.79,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141,Jones & Chew (1983),40,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,N/A,E,8.32,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142,Jones & Chew (1983),41,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1800,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,N/A,E,7.75,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143,Jones & Chew (1983),42,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,N/A,E,7.6,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
144,Jones & Chew (1983),43,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0049,N/A,E,7.43,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
145,Jones & Chew (1983),44,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,N/A,E,7.71,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146,Jones & Chew (1983),45,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,N/A,E,7.78,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
147,Jones & Chew (1983),46,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,950,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,8.43,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
